"No.","Time","Source","Destination","Protocol","Length","Info"
"1638","36.931697","FioImma.local","d34ow7epij5zhk.cloudfront.net","TCP","54","54808  >  443 [ACK] Seq=96982 Ack=48139 Win=132352 Len=0"
"1639","36.933552","d34ow7epij5zhk.cloudfront.net","FioImma.local","TCP","1494","443  >  54808 [ACK] Seq=48139 Ack=96982 Win=306176 Len=1440 [TCP PDU reassembled in 1640]"
"1640","36.933552","d34ow7epij5zhk.cloudfront.net","FioImma.local","TLSv1.3","620","Application Data"
"1641","36.933552","d34ow7epij5zhk.cloudfront.net","FioImma.local","TLSv1.3","10134","Application Data"
"1642","36.933552","d34ow7epij5zhk.cloudfront.net","FioImma.local","TLSv1.3","82","Application Data"
"1643","36.933608","FioImma.local","d34ow7epij5zhk.cloudfront.net","TCP","54","54808  >  443 [ACK] Seq=96982 Ack=60253 Win=132352 Len=0"
"1644","36.934455","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TLSv1.3","723","Change Cipher Spec, Client Hello (SNI=play.cadmore.media)"
"1645","36.935671","FioImma.local","pagead2.googlesyndication.com","QUIC","1292","Initial, DCID=350b0ca47d434f34, PKN: 1, CRYPTO"
"1646","36.935804","FioImma.local","pagead2.googlesyndication.com","QUIC","1292","Initial, DCID=350b0ca47d434f34, PKN: 2, CRYPTO, PADDING, PING, PADDING"
"1647","36.936186","FioImma.local","pagead2.googlesyndication.com","TCP","66","54831  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1648","36.938624","pagead-googlehosted.l.google.com","FioImma.local","TCP","66","[TCP Dup ACK 1625#1] 443  >  54830 [ACK] Seq=1 Ack=1807 Win=71424 Len=0 SLE=395 SRE=1807"
"1649","36.945455","pagead2.googlesyndication.com","FioImma.local","TCP","66","443  >  54831 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1650","36.945611","FioImma.local","pagead2.googlesyndication.com","TCP","54","54831  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1651","36.946988","FioImma.local","pagead2.googlesyndication.com","TCP","1466","54831  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1652]"
"1652","36.946988","FioImma.local","pagead2.googlesyndication.com","TLSv1.3","413","Client Hello (SNI=pagead2.googlesyndication.com)"
"1653","36.948985","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","5702","Server Hello, Change Cipher Spec"
"1654","36.948985","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","60","Application Data"
"1655","36.948985","ieee.hum.works","FioImma.local","TLSv1.3","353","Application Data"
"1656","36.949067","FioImma.local","pagead-googlehosted.l.google.com","TCP","54","54830  >  443 [ACK] Seq=1807 Ack=5650 Win=131072 Len=0"
"1657","36.950477","FioImma.local","ieee.hum.works","TLSv1.3","93","Application Data"
"1658","36.953893","FioImma.local","ieee.hum.works","TLSv1.3","276","Application Data"
"1659","36.956207","FioImma.local","pagead-googlehosted.l.google.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"1660","36.956472","FioImma.local","pagead-googlehosted.l.google.com","TLSv1.3","146","Application Data"
"1661","36.956919","FioImma.local","pagead-googlehosted.l.google.com","TLSv1.3","814","Application Data"
"1662","36.961675","pagead2.googlesyndication.com","FioImma.local","TCP","60","443  >  54831 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"1663","36.961675","pagead2.googlesyndication.com","FioImma.local","TCP","60","443  >  54831 [ACK] Seq=1 Ack=1772 Win=71424 Len=0"
"1664","36.961675","ieee.hum.works","FioImma.local","TCP","60","443  >  54827 [ACK] Seq=1129 Ack=2711 Win=74240 Len=0"
"1665","36.962798","ieee.hum.works","FioImma.local","TCP","60","443  >  54827 [ACK] Seq=1129 Ack=2933 Win=77056 Len=0"
"1666","36.965158","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","1112","Application Data, Application Data"
"1667","36.965158","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","85","Application Data"
"1668","36.965244","FioImma.local","pagead-googlehosted.l.google.com","TCP","54","54830  >  443 [ACK] Seq=2733 Ack=6739 Win=130048 Len=0"
"1669","36.965490","FioImma.local","pagead-googlehosted.l.google.com","TLSv1.3","85","Application Data"
"1670","36.970201","pagead-googlehosted.l.google.com","FioImma.local","TCP","60","443  >  54830 [ACK] Seq=6739 Ack=2733 Win=74240 Len=0"
"1671","36.973790","pagead-googlehosted.l.google.com","FioImma.local","TCP","60","443  >  54830 [ACK] Seq=6739 Ack=2764 Win=74240 Len=0"
"1672","36.983777","FioImma.local","threat.api.mcafee.net","TCP","54","54829  >  443 [ACK] Seq=3448 Ack=6847 Win=131072 Len=0"
"1673","36.990176","pagead2.googlesyndication.com","FioImma.local","TLSv1.3","4290","Server Hello, Change Cipher Spec"
"1674","36.990176","pagead2.googlesyndication.com","FioImma.local","TLSv1.3","1433","Application Data"
"1675","36.990235","FioImma.local","pagead2.googlesyndication.com","TCP","54","54831  >  443 [ACK] Seq=1772 Ack=5616 Win=131072 Len=0"
"1676","37.011053","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","519","Application Data"
"1677","37.011053","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","1466","Application Data"
"1678","37.011053","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","1348","Application Data"
"1679","37.011053","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","85","Application Data"
"1680","37.011053","pagead-googlehosted.l.google.com","FioImma.local","TLSv1.3","93","Application Data"
"1681","37.011138","FioImma.local","pagead-googlehosted.l.google.com","TCP","54","54830  >  443 [ACK] Seq=2764 Ack=9980 Win=131072 Len=0"
"1682","37.012135","FioImma.local","pagead-googlehosted.l.google.com","TLSv1.3","93","Application Data"
"1683","37.025590","FioImma.local","fonts.gstatic.com","QUIC","1292","Initial, DCID=ad7557a491da8278, PKN: 6, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, PING, PING"
"1684","37.032132","FioImma.local","pagead2.googlesyndication.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"1685","37.033078","FioImma.local","pagead2.googlesyndication.com","TLSv1.3","146","Application Data"
"1686","37.034437","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","602","Application Data"
"1687","37.034873","pagead-googlehosted.l.google.com","FioImma.local","TCP","60","443  >  54830 [ACK] Seq=9980 Ack=2803 Win=74240 Len=0"
"1688","37.035027","FioImma.local","pagead2.googlesyndication.com","TLSv1.3","655","Application Data"
"1689","37.037888","FioImma.local","mars.octa.edu","DNS","85","Standard query 0x44b1 A tpc.googlesyndication.com"
"1690","37.038174","FioImma.local","mars.octa.edu","DNS","85","Standard query 0xb462 HTTPS tpc.googlesyndication.com"
"1691","37.038475","FioImma.local","mars.octa.edu","DNS","74","Standard query 0x90dd A www.google.com"
"1692","37.038634","FioImma.local","mars.octa.edu","DNS","74","Standard query 0xe4af HTTPS www.google.com"
"1693","37.039562","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","600","Application Data"
"1694","37.061328","mars.octa.edu","FioImma.local","DNS","101","Standard query response 0x44b1 A tpc.googlesyndication.com A 142.250.182.33"
"1695","37.061328","securepubads.g.doubleclick.net","FioImma.local","TCP","54","443  >  54814 [ACK] Seq=233331 Ack=11325 Win=93952 Len=0"
"1696","37.061328","mars.octa.edu","FioImma.local","DNS","142","Standard query response 0xb462 HTTPS tpc.googlesyndication.com SOA ns1.google.com"
"1697","37.061328","mars.octa.edu","FioImma.local","DNS","90","Standard query response 0x90dd A www.google.com A 142.250.205.228"
"1698","37.061328","pagead2.googlesyndication.com","FioImma.local","TCP","60","443  >  54831 [ACK] Seq=5616 Ack=2539 Win=74240 Len=0"
"1699","37.061328","mars.octa.edu","FioImma.local","DNS","99","Standard query response 0xe4af HTTPS www.google.com HTTPS"
"1700","37.061328","pagead2.googlesyndication.com","FioImma.local","TLSv1.3","1042","Application Data, Application Data"
"1701","37.061328","pagead2.googlesyndication.com","FioImma.local","TLSv1.3","85","Application Data"
"1702","37.061328","securepubads.g.doubleclick.net","FioImma.local","TCP","54","443  >  54814 [ACK] Seq=233331 Ack=11871 Win=96768 Len=0"
"1703","37.061642","FioImma.local","pagead2.googlesyndication.com","TCP","54","54831  >  443 [ACK] Seq=2539 Ack=6635 Win=130048 Len=0"
"1704","37.062646","FioImma.local","pagead2.googlesyndication.com","TLSv1.3","85","Application Data"
"1705","37.064180","FioImma.local","www.google.com","QUIC","1292","Initial, DCID=1b4b39d17ed4ef16, PKN: 1, CRYPTO"
"1706","37.064263","FioImma.local","www.google.com","QUIC","1292","Initial, DCID=1b4b39d17ed4ef16, PKN: 2, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO"
"1707","37.064661","FioImma.local","tpc.googlesyndication.com","TCP","66","54832  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1708","37.064915","FioImma.local","www.google.com","TCP","66","54833  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1709","37.066656","FioImma.local","mars.octa.edu","DNS","88","Standard query 0xbe95 A smetrics-ieeexplore.ieee.org"
"1710","37.066808","FioImma.local","mars.octa.edu","DNS","88","Standard query 0x605a HTTPS smetrics-ieeexplore.ieee.org"
"1711","37.067329","pagead2.googlesyndication.com","FioImma.local","TCP","85","[TCP Spurious Retransmission] 443  >  54831 [PSH, ACK] Seq=6604 Ack=2539 Win=74240 Len=31"
"1712","37.067351","FioImma.local","pagead2.googlesyndication.com","TCP","66","[TCP Dup ACK 1703#1] 54831  >  443 [ACK] Seq=2570 Ack=6635 Win=130048 Len=0 SLE=6604 SRE=6635"
"1713","37.089409","mars.octa.edu","FioImma.local","DNS","176","Standard query response 0xbe95 A smetrics-ieeexplore.ieee.org CNAME ieee.org.ssl.sc.omtrdc.net A 66.117.22.159 A 66.117.22.233 A 66.117.22.105"
"1714","37.089409","www.google.com","FioImma.local","TCP","66","443  >  54833 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1715","37.089409","pagead2.googlesyndication.com","FioImma.local","TCP","60","443  >  54831 [ACK] Seq=6635 Ack=2570 Win=74240 Len=0"
"1716","37.089409","pagead2.googlesyndication.com","FioImma.local","TLSv1.3","471","Application Data"
"1717","37.089409","pagead2.googlesyndication.com","FioImma.local","TLSv1.3","85","Application Data"
"1718","37.089409","securepubads.g.doubleclick.net","FioImma.local","TLSv1.3","393","Application Data"
"1719","37.089409","pagead2.googlesyndication.com","FioImma.local","TLSv1.3","93","Application Data"
"1720","37.089409","securepubads.g.doubleclick.net","FioImma.local","TLSv1.3","85","Application Data"
"1721","37.089409","securepubads.g.doubleclick.net","FioImma.local","TLSv1.3","93","Application Data"
"1722","37.089409","securepubads.g.doubleclick.net","FioImma.local","TLSv1.3","220","Application Data"
"1723","37.089409","securepubads.g.doubleclick.net","FioImma.local","TLSv1.3","85","Application Data"
"1724","37.089583","FioImma.local","www.google.com","TCP","54","54833  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1725","37.089610","FioImma.local","pagead2.googlesyndication.com","TCP","54","54831  >  443 [ACK] Seq=2570 Ack=7122 Win=131072 Len=0"
"1726","37.089618","FioImma.local","securepubads.g.doubleclick.net","TCP","54","54814  >  443 [ACK] Seq=11871 Ack=233937 Win=130560 Len=0"
"1727","37.090815","FioImma.local","www.google.com","TCP","1466","54833  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1728]"
"1728","37.090815","FioImma.local","www.google.com","TLSv1.3","852","Client Hello (SNI=www.google.com)"
"1729","37.091542","FioImma.local","pagead2.googlesyndication.com","TLSv1.3","93","Application Data"
"1730","37.091609","FioImma.local","securepubads.g.doubleclick.net","TLSv1.3","93","Application Data"
"1731","37.095491","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TCP","66","54834  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1732","37.120294","mars.octa.edu","FioImma.local","DNS","128","Standard query response 0x605a HTTPS smetrics-ieeexplore.ieee.org CNAME ieee.org.ssl.sc.omtrdc.net"
"1733","37.120294","www.google.com","FioImma.local","TCP","60","443  >  54833 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"1734","37.120294","www.google.com","FioImma.local","TCP","60","443  >  54833 [ACK] Seq=1 Ack=2211 Win=71424 Len=0"
"1735","37.120294","securepubads.g.doubleclick.net","FioImma.local","TCP","54","443  >  54814 [ACK] Seq=233937 Ack=11910 Win=96768 Len=0"
"1736","37.120294","pagead2.googlesyndication.com","FioImma.local","TCP","60","443  >  54831 [ACK] Seq=7122 Ack=2609 Win=74240 Len=0"
"1737","37.136593","www.google.com","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1738","37.136593","www.google.com","FioImma.local","TLSv1.3","105","Application Data"
"1739","37.136685","FioImma.local","www.google.com","TCP","54","54833  >  443 [ACK] Seq=2211 Ack=1464 Win=131072 Len=0"
"1740","37.140959","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TCP","66","443  >  54834 [SYN, ACK] Seq=0 Ack=1 Win=62727 Len=0 MSS=1460 SACK_PERM WS=128"
"1741","37.141067","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TCP","54","54834  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"1742","37.142959","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TCP","1514","54834  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1460 [TCP PDU reassembled in 1743]"
"1743","37.142959","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TLSv1.3","571","Client Hello (SNI=smetrics-ieeexplore.ieee.org)"
"1744","37.144639","FioImma.local","www.google.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"1745","37.145248","FioImma.local","www.google.com","TLSv1.3","146","Application Data"
"1746","37.145705","FioImma.local","www.google.com","TLSv1.3","1284","Application Data"
"1747","37.153947","www.google.com","FioImma.local","TCP","60","443  >  54833 [ACK] Seq=1464 Ack=2377 Win=71424 Len=0"
"1748","37.153947","www.google.com","FioImma.local","TLSv1.3","1012","Application Data, Application Data"
"1749","37.153947","www.google.com","FioImma.local","TLSv1.3","85","Application Data"
"1750","37.154048","FioImma.local","www.google.com","TCP","54","54833  >  443 [ACK] Seq=3607 Ack=2453 Win=130304 Len=0"
"1751","37.154367","FioImma.local","www.google.com","TLSv1.3","85","Application Data"
"1752","37.157439","www.google.com","FioImma.local","TCP","60","443  >  54833 [ACK] Seq=2453 Ack=3607 Win=74240 Len=0"
"1753","37.165682","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TLSv1.3","1514","Server Hello"
"1754","37.165682","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TCP","1514","443  >  54824 [ACK] Seq=1560 Ack=2493 Win=524288 Len=1460 [TCP PDU reassembled in 1755]"
"1755","37.165682","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TLSv1.3","920","Application Data"
"1756","37.165682","www.google.com","FioImma.local","TCP","60","443  >  54833 [ACK] Seq=2453 Ack=3638 Win=74240 Len=0"
"1757","37.165808","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TCP","54","54824  >  443 [ACK] Seq=2493 Ack=3886 Win=132352 Len=0"
"1758","37.180341","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TLSv1.3","128","Application Data"
"1759","37.180801","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TLSv1.3","146","Application Data"
"1760","37.181127","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TLSv1.3","534","Application Data"
"1761","37.190347","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TCP","60","443  >  54834 [ACK] Seq=1 Ack=1461 Win=61312 Len=0"
"1762","37.190347","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TCP","60","443  >  54834 [ACK] Seq=1 Ack=1978 Win=60800 Len=0"
"1763","37.190347","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TLSv1.3","2974","Server Hello, Change Cipher Spec"
"1764","37.190347","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TLSv1.3","258","Application Data"
"1765","37.190511","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TCP","54","54834  >  443 [ACK] Seq=1978 Ack=3125 Win=131328 Len=0"
"1766","37.205706","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TLSv1.3","118","Change Cipher Spec, Application Data"
"1767","37.206189","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TLSv1.3","146","Application Data"
"1768","37.206553","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TCP","1514","54834  >  443 [ACK] Seq=2134 Ack=3125 Win=131328 Len=1460 [TCP PDU reassembled in 1769]"
"1769","37.206553","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TLSv1.3","322","Application Data"
"1770","37.225929","ieee.hum.works","FioImma.local","TLSv1.3","159","Application Data"
"1771","37.225929","ieee.hum.works","FioImma.local","TLSv1.3","1466","Application Data"
"1772","37.225929","ieee.hum.works","FioImma.local","TLSv1.3","519","Application Data"
"1773","37.226074","FioImma.local","ieee.hum.works","TCP","54","54827  >  443 [ACK] Seq=2933 Ack=3111 Win=131072 Len=0"
"1774","37.230486","ieee.hum.works","FioImma.local","TLSv1.3","85","Application Data"
"1775","37.230486","ieee.hum.works","FioImma.local","TLSv1.3","93","Application Data"
"1776","37.230583","FioImma.local","ieee.hum.works","TCP","54","54827  >  443 [ACK] Seq=2933 Ack=3181 Win=131072 Len=0"
"1777","37.231790","FioImma.local","ieee.hum.works","TLSv1.3","93","Application Data"
"1778","37.237027","FioImma.local","pagead2.googlesyndication.com","QUIC","1292","Initial, DCID=350b0ca47d434f34, PKN: 4, CRYPTO"
"1779","37.243236","ieee.hum.works","FioImma.local","TCP","60","443  >  54827 [ACK] Seq=3181 Ack=2972 Win=77056 Len=0"
"1780","37.246451","www.google.com","FioImma.local","TLSv1.3","424","Application Data"
"1781","37.246451","www.google.com","FioImma.local","TLSv1.3","85","Application Data"
"1782","37.246451","www.google.com","FioImma.local","TLSv1.3","93","Application Data"
"1783","37.246545","FioImma.local","www.google.com","TCP","54","54833  >  443 [ACK] Seq=3638 Ack=2893 Win=131072 Len=0"
"1784","37.247014","FioImma.local","www.google.com","TLSv1.3","93","Application Data"
"1785","37.253887","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TCP","60","443  >  54834 [ACK] Seq=3125 Ack=2134 Win=60672 Len=0"
"1786","37.253887","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TLSv1.3","581","Application Data, Application Data"
"1787","37.253887","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TCP","60","443  >  54834 [ACK] Seq=3652 Ack=3862 Win=59008 Len=0"
"1788","37.254262","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TLSv1.3","85","Application Data"
"1789","37.257195","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TLSv1.3","566","Application Data"
"1790","37.257195","www.google.com","FioImma.local","TCP","60","443  >  54833 [ACK] Seq=2893 Ack=3677 Win=74240 Len=0"
"1791","37.274608","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TLSv1.3","895","Application Data"
"1792","37.280178","FioImma.local","ieee.hum.works","TLSv1.3","189","Application Data"
"1793","37.289211","ieee.hum.works","FioImma.local","TCP","60","443  >  54827 [ACK] Seq=3181 Ack=3107 Win=79872 Len=0"
"1794","37.319312","FioImma.local","tpc.googlesyndication.com","TCP","66","54835  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1795","37.321478","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TCP","60","443  >  54834 [ACK] Seq=4164 Ack=4734 Win=58240 Len=0"
"1796","37.325806","ieee.org.ssl.sc.omtrdc.net","FioImma.local","TLSv1.3","313","Application Data"
"1797","37.326280","FioImma.local","scholar.l.google.com","QUIC","1292","Initial, DCID=d9e28ad9360d0508, PKN: 6, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO, PING, PADDING, PING, CRYPTO, PADDING, PING, PADDING, PING, CRYPTO, PING, CRYPTO"
"1798","37.331176","tpc.googlesyndication.com","FioImma.local","TCP","66","443  >  54835 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1799","37.331272","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1800","37.332270","FioImma.local","tpc.googlesyndication.com","TCP","1466","54835  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1801]"
"1801","37.332270","FioImma.local","tpc.googlesyndication.com","TLSv1.3","906","Client Hello (SNI=tpc.googlesyndication.com)"
"1802","37.340142","tpc.googlesyndication.com","FioImma.local","TCP","60","443  >  54835 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"1803","37.342020","tpc.googlesyndication.com","FioImma.local","TCP","60","443  >  54835 [ACK] Seq=1 Ack=2265 Win=71424 Len=0"
"1804","37.363517","FioImma.local","mars.octa.edu","DNS","84","Standard query 0x10f9 A www.googleadservices.com"
"1805","37.363787","FioImma.local","mars.octa.edu","DNS","84","Standard query 0x86b5 HTTPS www.googleadservices.com"
"1806","37.364202","FioImma.local","www.google.com","QUIC","1292","Initial, DCID=1b4b39d17ed4ef16, PKN: 4, CRYPTO"
"1807","37.368063","FioImma.local","ieee.org.ssl.sc.omtrdc.net","TCP","54","54834  >  443 [ACK] Seq=4734 Ack=4423 Win=130048 Len=0"
"1808","37.368478","FioImma.local","tpc.googlesyndication.com","TCP","66","54836  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1809","37.391819","mars.octa.edu","FioImma.local","DNS","100","Standard query response 0x10f9 A www.googleadservices.com A 142.250.182.98"
"1810","37.391819","mars.octa.edu","FioImma.local","DNS","109","Standard query response 0x86b5 HTTPS www.googleadservices.com HTTPS"
"1811","37.391819","tpc.googlesyndication.com","FioImma.local","TCP","66","443  >  54832 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1812","37.391819","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"1813","37.391819","tpc.googlesyndication.com","FioImma.local","TLSv1.3","116","Application Data"
"1814","37.391819","tpc.googlesyndication.com","FioImma.local","TCP","66","443  >  54836 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1815","37.391985","FioImma.local","tpc.googlesyndication.com","TCP","54","54832  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1816","37.392023","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=2265 Ack=1475 Win=131072 Len=0"
"1817","37.392032","FioImma.local","tpc.googlesyndication.com","TCP","54","54836  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1818","37.392453","FioImma.local","www.googleadservices.com","TCP","66","54837  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1819","37.393290","FioImma.local","tpc.googlesyndication.com","TCP","1466","54832  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1820]"
"1820","37.393290","FioImma.local","tpc.googlesyndication.com","TLSv1.3","874","Client Hello (SNI=tpc.googlesyndication.com)"
"1821","37.394627","FioImma.local","tpc.googlesyndication.com","TCP","1466","54836  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1822]"
"1822","37.394627","FioImma.local","tpc.googlesyndication.com","TLSv1.3","441","Client Hello (SNI=tpc.googlesyndication.com)"
"1823","37.396465","tpc.googlesyndication.com","FioImma.local","TCP","116","[TCP Spurious Retransmission] 443  >  54835 [PSH, ACK] Seq=1413 Ack=2265 Win=71424 Len=62 [TCP PDU reassembled in 1813]"
"1824","37.396485","FioImma.local","tpc.googlesyndication.com","TCP","66","[TCP Dup ACK 1816#1] 54835  >  443 [ACK] Seq=2265 Ack=1475 Win=131072 Len=0 SLE=1413 SRE=1475"
"1825","37.397369","FioImma.local","tpc.googlesyndication.com","TLSv1.3","128","Change Cipher Spec, Application Data"
"1826","37.397640","FioImma.local","tpc.googlesyndication.com","TLSv1.3","146","Application Data"
"1827","37.397674","FioImma.local","tpc.googlesyndication.com","TCP","54","54832  >  443 [FIN, ACK] Seq=2233 Ack=1 Win=131072 Len=0"
"1828","37.397968","FioImma.local","tpc.googlesyndication.com","TLSv1.3","574","Application Data"
"1829","37.398041","FioImma.local","tpc.googlesyndication.com","TLSv1.3","128","Application Data"
"1830","37.403080","www.googleadservices.com","FioImma.local","TCP","66","443  >  54837 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"1831","37.403080","tpc.googlesyndication.com","FioImma.local","TCP","54","443  >  54832 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"1832","37.403080","tpc.googlesyndication.com","FioImma.local","TCP","54","443  >  54832 [ACK] Seq=1 Ack=2233 Win=71424 Len=0"
"1833","37.403080","tpc.googlesyndication.com","FioImma.local","TCP","60","443  >  54836 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"1834","37.403080","tpc.googlesyndication.com","FioImma.local","TCP","60","443  >  54836 [ACK] Seq=1 Ack=1800 Win=71424 Len=0"
"1835","37.403175","FioImma.local","www.googleadservices.com","TCP","54","54837  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1836","37.404081","FioImma.local","www.googleadservices.com","TCP","1466","54837  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 1837]"
"1837","37.404081","FioImma.local","www.googleadservices.com","TLSv1.3","936","Client Hello (SNI=www.googleadservices.com)"
"1838","37.406696","tpc.googlesyndication.com","FioImma.local","TLSv1.3","1034","Application Data, Application Data"
"1839","37.406696","tpc.googlesyndication.com","FioImma.local","TLSv1.3","85","Application Data"
"1840","37.406696","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TCP","60","443  >  54824 [ACK] Seq=3886 Ack=2659 Win=524288 Len=0"
"1841","37.406696","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TLSv1.3","157","Application Data"
"1842","37.406696","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TLSv1.3","138","Application Data, Application Data"
"1843","37.406696","waws-prod-blu-171.eastus.cloudapp.azure.com","FioImma.local","TLSv1.3","85","Application Data"
"1844","37.406696","tpc.googlesyndication.com","FioImma.local","TCP","60","443  >  54835 [ACK] Seq=2486 Ack=3025 Win=74240 Len=0"
"1845","37.406769","FioImma.local","tpc.googlesyndication.com","TCP","54","54835  >  443 [ACK] Seq=3025 Ack=2486 Win=130304 Len=0"
"1846","37.406782","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TCP","54","54824  >  443 [ACK] Seq=3139 Ack=4104 Win=132096 Len=0"
"1847","37.406912","FioImma.local","tpc.googlesyndication.com","TLSv1.3","85","Application Data"
"1848","37.406939","FioImma.local","waws-prod-blu-171.eastus.cloudapp.azure.com","TLSv1.3","85","Application Data"
